title,rating,format,genre
마스크걸,9.85,story,comic
하루살이 소년,9.87,omnibus,comic
데일리 위치,9.85,story,comic
사랑하는 마음,9.62,story,comic
아이돌 Dis토피아,9.74,omnibus,comic
양철맨,9.24,episode,comic
pponnie(뽀니),9.85,episode,comic
프리템포,9.86,episode,comic
도닥도닥,9.86,story,comic
오즈의 바보들,9.89,omnibus,comic
묘생인생,9.86,episode,comic
기적의 앱스토어,9.86,story,comic
서당개 삼년이면 풍월을 읊는다.,9.81,omnibus,comic
전달자,9.31,story,comic
우주 수호기사 마이티 캣!,9.78,episode,comic
오!주예수여,9.85,story,comic
펭귄테일,9.85,episode,comic
썸타임,9.86,story,comic
영어전쟁,9.86,episode,comic
개스라이팅견 최만두,9.64,omnibus,comic
고추밭 표류기,9.78,episode,comic
백수탐정,9.82,story,comic
악제에피소드,9.56,story,comic
HOOD,9.87,story,comic
폭군의 궁전청소부,9.84,episode,comic
개집사일기,9.8,episode,comic
우바우(우리가 바라는 우리),9.85,omnibus,comic
요런 요물들,9.86,episode,comic
그린애플,9.8,omnibus,comic
아메리카노,8.77,story,comic
무극,9.84,story,comic
슬기로운 생활,9.85,story,comic
마미기숙사,9.84,episode,comic
바리바리발발,9.86,episode,comic
약하지않아,9.8,story,comic
어쩌지 남여,9.79,omnibus,comic
내 마음의 음유시인,9.86,story,comic
은퇴한 히어로,9.85,episode,comic
달수이야기,9.86,story,comic
오가닉하게 우프!,9.85,episode,comic
이별만화 완성도,9.58,story,comic
연애의정령,9.84,story,comic
그림자도마뱀사기극,9.8,story,comic
푸디와 친구들,7.76,episode,comic
인생 삼파전,9.74,story,comic
꼴통명문 구린고,9.85,story,comic
비스트 사인,9.66,story,comic
레드군,9.5,story,comic
잉문학,9.83,episode,comic
"치킨,신이된닭",9.8,story,comic
수상한복학생,9.85,story,comic
"그 날, 이후의 세계",9.84,episode,comic
자유부인,9.86,episode,comic
영광에 매이다,9.74,story,comic
여탕보고서,9.84,episode,comic
GO! GO! 1학년 8반!!!,9.5,episode,comic
부처핸접,9.83,story,comic
너의 목소리가 보여,9.86,episode,comic
보통회사 이야기,8.96,episode,comic
솔라보이,9.78,story,comic
알타고,9.75,story,comic
푸드 포스 레인저,9.82,episode,comic
바다의 노래,9.41,story,comic
말하지 않는다.,9.76,story,comic
아씨와 나,9.86,story,comic
기래믹스,9.72,omnibus,comic
변기통 로맨스,9.81,story,comic
마로이야기,9.84,story,comic
그런만화,9.85,episode,comic
청춘거지클럽,9.78,story,comic
하푸하푸,9.85,episode,comic
졸래동화,9.83,story,comic
NEXUS,9.87,episode,comic
살신성인,9.85,omnibus,comic
그들의 방식,9.83,story,comic
보글보글챱챱,9.8,episode,comic
덕과의 동침,9.87,episode,comic
하나마나,9.86,episode,comic
미묘한 이야기,9.44,story,comic
우주교도소 바다붐,9.73,story,comic
모태솔로수용소,9.72,story,comic
이 여자가 덕후로 사는 것,9.58,episode,comic
숲속마을 친구들,9.87,episode,comic
그녀 찾아 삼만리,9.71,story,comic
뉴트리아,9.68,episode,comic
정상 컴플렉스,9.87,story,comic
기묘한 책방,9.85,story,comic
빙하기 사람들,9.75,story,comic
악마도 의무교육 받습니다!,9.87,story,comic
얼짱의 이중생활,9.78,story,comic
백설녀와 나무꾼,9.87,story,comic
여동생은 로봇,9.8,story,comic
L.C.S.F,9.81,omnibus,comic
진지 드셨어요?,9.76,story,comic
신입사원 김용사씨,9.86,story,comic
소년들은 무엇을 하고 있을까,9.85,episode,comic
스펠 SPELL,9.79,omnibus,comic
늘 푸른 찻집,9.85,story,comic
할라피뇨와 겁쟁이,9.83,story,comic
길 위에서,9.68,story,comic
평범한 8반,9.61,story,comic
정팔이는 엄마,9.75,episode,comic
개솔툰,6.86,episode,comic
다크로드인,9.86,omnibus,comic
미쓰토바,9.78,episode,comic
달자 다이어리,9.03,episode,comic
여고생 변신하는 만화,9.86,story,comic
병맛극장,9.75,omnibus,comic
메리와 도날드,9.82,story,comic
수상한 상담소,9.29,story,comic
남자들의 수다,9.71,episode,comic
천하무적 칠남매,9.75,omnibus,comic
연애혁명,9.86,story,comic
이만오천원이야기,9.85,story,comic
겨울성의 백작,9.86,episode,comic
왕성고의 흔한 사건,9.77,omnibus,comic
아프리카의 대장,9.4,episode,comic
내맴툰,8.95,episode,comic
버츄얼 패밀리,9.84,story,comic
즐거운 생활,8.67,episode,comic
Punky Punky Life,9.8,episode,comic
구리의 구리구리,9.85,episode,comic
소미무,9.86,episode,comic
바삭바삭한 친구들,9.56,episode,comic
오빠 까는 만화,9.85,omnibus,comic
카레카레,9.64,episode,comic
나비일기,9.83,episode,comic
반마(半魔),9.4,story,comic
그들의 휴일,9.76,episode,comic
다크서클,9.78,omnibus,comic
핑크표범의 야미어트,9.78,omnibus,comic
트럼프,9.85,story,comic
도전만화가 변봉,9.66,story,comic
될성부른 떡잎,9.67,story,comic
피펨즈(FEFEMZ),9.33,episode,comic
댐비야,8.11,episode,comic
맛집남녀,9.59,story,comic
우리는 고저스맨!,9.58,omnibus,comic
불라불라,9.66,episode,comic
트럼프(Trump),9.85,story,comic
홍데렐라,9.81,story,comic
광전사령부,9.25,story,comic
위아더 능력자!,9.82,episode,comic
New 생각대로 양파링,9.44,episode,comic
이 세계의 마법사,9.77,episode,comic
LOS,9.79,story,comic
네셔널 지오캠퍼스,9.78,episode,comic
난 누군가 또 여긴 어딘가,9.61,episode,comic
사우나토크,9.66,episode,comic
요괴의 순정만화,9.58,story,comic
슭이로운생활,9.66,episode,comic
인디뽀뽀요,9.58,episode,comic
하리랑에그타르트,9.9,episode,comic
항문미남 랩소디,9.75,story,comic
낭만두더지 나두,9.51,episode,comic
다른 세상 소년,9.55,story,comic
SORRY MAN,9.67,story,comic
케이쿤 이야기,9.38,omnibus,comic
도레미친만화,6.79,omnibus,comic
드라코 하트 (Drache Heart),8.93,story,fantasy
소환진이 좀 이상해 보이는 건 기분 탓이겠지,9.93,story,fantasy
이프위,9.85,episode,fantasy
꼬밍 베이커리,9.76,episode,fantasy
H O P E,9.64,story,fantasy
틈,9.85,omnibus,fantasy
별을 향해,9.27,story,fantasy
카르엘,7.72,story,fantasy
실험학교,9.91,episode,fantasy
Baby Boy Brother,9.75,story,fantasy
"어게인, 아린!",9.68,story,fantasy
만유인력의 법칙,9.88,story,fantasy
마피아게임에 어서오세요,9.68,story,fantasy
두리안은 과일이 아니야!,9.47,story,fantasy
내가 누구냐 묻거든,8.53,story,fantasy
신들의 킬러텔,9.74,story,fantasy
버츄얼 이온,7.73,story,fantasy
가스맨,9.46,story,fantasy
뱀파이어의 연금술,9.69,story,fantasy
거짓말쟁이 윗치,9.7,story,fantasy
봉산코믹스,9.78,omnibus,fantasy
이상낙원,9.89,story,fantasy
카오스이론,9.91,omnibus,fantasy
테일 오브 빌런,9.88,story,fantasy
여왕의 계절,9.85,story,fantasy
기억 속 너에게,8.97,story,fantasy
아틀레냐 비바체,9.89,omnibus,fantasy
여우말고 알바생?!,9.72,story,fantasy
시나브로,8.96,story,fantasy
다시 한 번 리유스!,9.69,story,fantasy
던전 헌터 그 녀석들,9.85,episode,fantasy
게임에 접속했습니다!,9.77,episode,fantasy
배반을 모르는 푸른 꽃을 위하여,9.59,story,fantasy
용사·마왕·우주인,9.87,omnibus,fantasy
악몽친구?,9.02,story,fantasy
나비의 세계,9.7,story,fantasy
황녀의 기사,9.92,story,fantasy
제 4의 벽,9.39,story,fantasy
여신님의 키링남은 불로불사!?,9.49,story,fantasy
불쌍한놈,8.57,story,fantasy
인류 선별 부서,9.06,story,fantasy
나태한 마왕은 신과 싸우기로 결심한다.,9.88,story,fantasy
법치국가法治國家,9.37,story,fantasy
이 세계 마왕님,9.86,story,fantasy
신과의 대화,9.76,story,fantasy
백일몽화원,9.71,story,fantasy
매그니피센트,9.8,story,fantasy
런어웨이,9.8,story,fantasy
이 결혼을 막아라,9.91,story,fantasy
덩키파티,9.71,story,fantasy
클로지오,8.8,story,fantasy
질주,9.81,story,fantasy
사이코 엔젤,9.12,story,fantasy
은하!,9.88,story,fantasy
아타나시아,9.69,story,fantasy
악마법소녀,9.93,story,fantasy
눈을 떴을 때,8.89,story,fantasy
세상은 그대를 중심으로,9.59,story,fantasy
고양이 마법학교,9.8,omnibus,fantasy
액터즈 나이트,8.6,story,fantasy
THE,9.75,episode,fantasy
별새의 여행자,9.0,story,fantasy
우리반 여신,9.48,episode,fantasy
꽃도둑,8.96,story,fantasy
모호담,9.74,omnibus,fantasy
드림캐처,9.47,story,fantasy
오늘의 너에게 부탁할게,9.26,story,fantasy
가수마왕,9.48,story,fantasy
다 홀로 집에,9.31,story,fantasy
퇴마도시,9.05,story,fantasy
좋은 꿈 꿔,8.76,story,fantasy
그 냉장고 안에서는,9.75,omnibus,fantasy
후손들의 이야기,9.84,story,fantasy
죽음과 동화,9.87,story,fantasy
에스테리아,9.84,story,fantasy
엑스트라 Z씨,9.9,episode,fantasy
미스터 신데렐라,9.79,story,fantasy
아엠낫히어로,9.18,story,fantasy
운명...인가요?,9.89,story,fantasy
힐러인데 마왕!?,9.84,story,fantasy
피오키노,9.67,story,fantasy
여자가 좋아,9.79,story,fantasy
라이즈(RISE),9.74,story,fantasy
소라비의 잡화점,9.83,story,fantasy
너로 인해 꿈을 꾼다,9.67,story,fantasy
육식고,9.53,story,fantasy
무왕탑,9.86,episode,fantasy
24시간,9.75,story,fantasy
환영의 끝,9.45,story,fantasy
판타지 TV,9.53,story,fantasy
RPG 999회차 아직도 히든엔딩을 못 봤다,8.69,story,fantasy
그대로 멈춰라,9.61,story,fantasy
사탄대출,9.68,episode,fantasy
현의파편,9.75,story,fantasy
백설공주와 마녀의 계약,9.55,story,fantasy
울면안돼!,9.71,story,fantasy
거울 속 정원,8.43,story,fantasy
낮게 날고있는 연,9.56,story,fantasy
종말 본능,9.67,story,fantasy
별이 내린 여름날,9.75,story,fantasy
마족사제,9.89,episode,fantasy
녹는점,9.67,story,fantasy
인간동물원,9.8,story,fantasy
오늘부터 이세계 아이돌,9.71,story,fantasy
미스터리 록앤 시트러스,9.69,story,fantasy
마녀의 키스,9.61,story,fantasy
원더키퍼,9.9,story,fantasy
말의 씨앗을 보는 아이,9.82,story,fantasy
분쇄게이트,8.63,story,fantasy
팬 건 네가 처음,8.89,story,fantasy
사람이라호,9.32,story,fantasy
모험가 용역 장씨,9.79,story,fantasy
물고기로 살아남기!,9.49,episode,fantasy
띵동! 도토리에요,9.77,episode,fantasy
해골 잭,9.81,story,fantasy
정의를 위한 나라,9.54,story,fantasy
저주라는이름의축복,9.86,story,fantasy
흑월의기사,9.71,story,fantasy
용사 성장 프로젝트,9.73,story,fantasy
이데아 프로젝트,9.83,story,fantasy
발푸르기스의 너머,9.72,story,fantasy
도깨비 부른다,9.63,story,fantasy
영주,9.66,story,fantasy
달토끼,9.6,story,fantasy
자고싶어,9.19,story,fantasy
개그용사,9.34,story,fantasy
게임이 쳐들어왔다.,9.49,story,fantasy
백일고 상상클럽,9.87,omnibus,fantasy
능력안경,9.9,story,fantasy
티레시아스,9.85,story,fantasy
본격 북유럽 신화 만화,9.9,episode,fantasy
버닝닥터,8.6,story,fantasy
촉법,8.5,story,fantasy
로맨스 판타지 아닙니다,9.58,story,fantasy
피카부!,9.4,story,fantasy
프레이,9.68,story,fantasy
목욕탕 신령님!,9.31,episode,fantasy
신을 죽인 아이들,8.93,episode,fantasy
문어숙희숙회,9.74,story,fantasy
경기예술고등학교 19기 G-CAF,9.73,omnibus,fantasy
호구 도사,9.77,story,fantasy
더 리턴,9.68,story,fantasy
이클립스,9.86,story,fantasy
우리 카페 사장님이 이상하다,9.93,omnibus,fantasy
블루랜드,9.9,story,fantasy
루이와 졸개들 R,9.78,episode,fantasy
"빛, 봉인의 열쇠",9.75,episode,fantasy
더 위시,8.9,story,fantasy
칠흑의 장미,9.88,omnibus,fantasy
붉은 이정표,9.88,story,fantasy
극장에 유령이 나오면,9.58,story,fantasy
정령왕즈,9.88,story,fantasy
무쇠,9.81,story,fantasy
백발의 유성,8.95,story,fantasy
슈체나리움 (Szenarium),8.99,story,fantasy
그릇!,9.86,episode,fantasy
도원향,9.89,episode,fantasy
숲의 향연,9.74,story,fantasy
도개걸윷모,9.57,story,fantasy
분신캐리,9.74,story,fantasy
잠깐만! 아이돌 좀 하고 갈게,9.74,story,fantasy
저승길잡이,9.9,story,fantasy
왕과 그림자와 여자,9.76,story,fantasy
귀신사양복점인턴생,9.3,story,fantasy
렌시,9.93,story,fantasy
아마도,9.57,story,fantasy
초능력의 도시,9.69,story,fantasy
헨젤과 마녀 그레텔,9.67,story,fantasy
엔피씨(NPC),9.42,story,fantasy
월국의 프락세이스,9.63,story,fantasy
월혼,9.75,story,fantasy
30일의 시간여행,9.55,story,fantasy
내 어깨 위에 공룡,9.8,story,fantasy
엘카림이 들어줄게!,9.79,story,fantasy
그리마 콘텐츠,8.63,story,fantasy
악괴를 잡아 너를 지키겠습니다.,9.5,story,fantasy
랭커앤랭커,9.8,story,fantasy
빅타이거,9.52,story,fantasy
숲속의 성,9.88,story,fantasy
비밀의 정원,9.4,story,fantasy
정크이터,9.74,story,fantasy
절대신의 유희,9.85,story,fantasy
헬스하는 용사님!,9.02,story,fantasy
종이를 주웠다,9.66,story,fantasy
클로버 신드롬,9.61,episode,fantasy
미친 꽃은 답도 없다,9.67,story,fantasy
시크릿 하숙집,9.7,story,fantasy
매지컬팡,9.85,episode,fantasy
저승파견고용직,9.9,story,fantasy
너는 나의 나는 너의 수호천사,9.88,story,fantasy
충견,9.15,story,fantasy
흑묘,9.71,story,fantasy
로그 아일,9.74,story,fantasy
까만 동화 : 인형의 집,9.87,story,fantasy
분신사가,8.77,story,fantasy
어둠의 창 번외편-토아 이야기,9.56,story,fantasy
가위바위보,9.62,story,fantasy
곰의 딸,9.51,story,fantasy
아라군주,9.6,story,fantasy
크림슨 크로스,9.78,story,fantasy
아스테리스크,9.89,episode,fantasy
금잔화가 피는 여름,9.14,story,fantasy
디플로마티코,9.75,omnibus,fantasy
LADS'PARTY,9.59,story,fantasy
주파수,9.4,episode,fantasy
일월의 선화,9.82,story,fantasy
리사이클 : 클래식 코드,8.82,story,fantasy
소울,8.93,story,fantasy
"안녕, 앨리스",9.83,story,fantasy
다음 생도 신이 되겠습니다.,9.3,story,fantasy
"헬로,로시!",9.65,story,fantasy
가상&RPG,9.88,story,fantasy
주작작 주주작,9.67,story,fantasy
에고 인 휴고,9.8,story,fantasy
천상열차분야지도,9.87,story,fantasy
환생 세탁소,9.78,story,fantasy
당신의 쓸모,9.52,story,fantasy
라텔론,9.11,story,fantasy
성녀가 아니라 마녀였습니다!,9.73,story,fantasy
고량,9.89,story,fantasy
내 몸을 잘 부탁해!,9.57,story,fantasy
나만 모르는 연애,8.39,story,fantasy
클로저,8.86,story,fantasy
용사가 되고 싶지 않아,9.91,story,fantasy
-,9.87,story,fantasy
뇌명의 하라,9.81,story,fantasy
페카텀,9.78,omnibus,fantasy
바사무엘,9.87,story,fantasy
메디오(MEDIO),9.79,story,fantasy
어린공주,9.9,story,fantasy
"뼈와 재, 불의 이야기",9.62,story,fantasy
나부활,9.81,story,fantasy
천사의 학교,9.31,story,fantasy
출근하개,8.81,episode,fantasy
릴리스,9.48,story,fantasy
선녀의 신,8.61,story,fantasy
마법약사,9.9,story,fantasy
애플 에이지,9.88,story,fantasy
나도 이세계 주인공이고 싶다,8.12,story,fantasy
마샤의 인형,9.86,episode,fantasy
등교하는 근식이,9.9,story,fantasy
용아,8.94,story,fantasy
천년나무 그늘에는 도깨비가 있다,9.39,story,fantasy
미친 공작을 길들여버렸다,8.65,episode,fantasy
월하의 검,9.73,story,fantasy
마왕이 되는 방법,9.84,story,fantasy
코엑시스트,8.72,story,fantasy
밤을 거둔 신기루는,9.87,story,fantasy
의자왕 체어맨,9.43,story,fantasy
당신의 꿈속으로 입장합니다,8.84,episode,fantasy
캐스팔루크,9.8,story,fantasy
新조선왕조실록,9.83,story,fantasy
땅거미들,9.7,story,fantasy
소녀와 동박새,9.71,story,fantasy
몬스터 커맨더F,9.86,story,fantasy
중간계 사우나,9.81,story,fantasy
검은 늑대,9.87,story,fantasy
나의 스위치 메이트,9.89,story,fantasy
프로탈출러,9.44,episode,fantasy
팔천의 독,9.47,story,fantasy
서울신이전,9.52,story,fantasy
열쇠의 용사 카이제루스,9.59,story,fantasy
리플렉션,9.37,story,fantasy
이세계 국밥 마스터,9.65,story,fantasy
백작가의 상인,8.61,story,fantasy
올림포스 랩소디,9.73,story,fantasy
버스터즈!,9.61,story,fantasy
홀,9.64,story,fantasy
달에게서 소년에게,9.45,story,fantasy
신군,8.97,story,fantasy
행운을 부르는 고양이씨,9.87,story,fantasy
신,9.68,omnibus,fantasy
포-갓,9.9,omnibus,fantasy
이석의 맨숀,9.22,story,fantasy
템플러,9.36,story,fantasy
신과 인간,9.89,episode,fantasy
헥세,8.92,story,fantasy
자체공강,9.86,story,fantasy
보충수업,9.63,story,fantasy
냥만자객,9.21,episode,fantasy
포이즌캐럿,9.35,story,fantasy
미가식당,9.25,story,fantasy
가온누리,9.15,story,fantasy
감각의 어빌러티,9.86,story,fantasy
미스터뿡,9.19,story,fantasy
식인귀,9.59,story,fantasy
검은유성우,9.83,story,fantasy
죽는날까지,9.88,story,fantasy
남주만 9명?!,9.63,story,fantasy
이탈자,9.84,story,fantasy
잿빛악마,9.85,story,fantasy
폴라로이드,9.8,story,fantasy
탄생석,9.86,story,fantasy
주저드,9.39,story,fantasy
클리셰,9.83,story,fantasy
저는 용사님이 아닌데요!,9.63,story,fantasy
그림셔틀,9.78,story,fantasy
그리고 이로써 차차,9.22,episode,fantasy
드래곤메이커,9.89,episode,fantasy
절망 에스프레소,9.89,story,fantasy
할로윈이 끝나기 전에,9.89,story,fantasy
리콜 마이 라이프,9.69,episode,fantasy
기억지도,9.65,story,fantasy
디바이스,9.84,story,fantasy
서유신마록,9.69,story,fantasy
이루어지리다,9.67,story,fantasy
저승 화랑 이야기,9.9,story,fantasy
저승 화랑전,9.9,story,fantasy
체리 블러드,9.5,story,fantasy
언니가 돌아왔다,9.84,story,fantasy
"지몽, 선 너머의 나",9.6,story,fantasy
블랙펄,9.72,story,fantasy
햇살 주인공을 악당으로 키워버렸다,9.79,story,fantasy
환상의 아이들,9.89,episode,fantasy
미토스 리바이버,9.83,story,fantasy
네펜데스,9.11,story,fantasy
파라웨이 치킨,9.69,story,fantasy
마물전담부대,9.89,omnibus,fantasy
금빛아이는 새벽을 달린다,9.89,story,fantasy
밤을 삼킨 아이,9.59,story,fantasy
박수고딩,9.08,story,fantasy
버그 트레인,9.84,story,fantasy
심연,9.74,story,fantasy
악귀의 메아리,9.62,story,fantasy
포로롱 포롱,9.85,story,fantasy
거미의 상자,9.9,story,fantasy
그들의 사정,9.04,story,fantasy
빨간 고백,9.74,story,fantasy
그녀의 시크릿 사운드,9.81,story,fantasy
애쉬그레이,9.89,story,fantasy
지신전,8.81,story,fantasy
(Old)악마법소녀,9.88,story,fantasy
막장동화에 어서오렴! (feat.동화원정대),9.26,story,fantasy
내 룸메이트는 마네킹,9.81,story,fantasy
너의 여집합,9.87,story,fantasy
슬픔을 먹는 남자,9.89,story,fantasy
괴물의 바다,9.89,story,fantasy
브레인 스톰,9.88,story,fantasy
쓰지만 달콤해,9.13,story,fantasy
원스 인 어 블루문,9.82,story,fantasy
도깨비 장난,9.88,story,fantasy
미용사 : LOST HERO,9.72,story,fantasy
픽셔너,9.64,story,fantasy
여름에 내리는 서리,9.1,story,fantasy
쓰레기 성의 소녀,9.89,story,fantasy
용사 신드롬!,9.59,story,fantasy
용은 범을 잡아먹지 않는다.,9.74,story,fantasy
해결사,9.88,omnibus,fantasy
점성술사,9.6,story,fantasy
사도 신여랑傳,9.5,story,fantasy
얼어붙은 아로와향기,8.84,story,fantasy
천사는 야옹,9.9,omnibus,fantasy
나는 부활 마법을 가졌다,9.85,story,fantasy
좀비가 된 세상에서 마법사는,9.33,story,fantasy
왕립 루브리카 종합학원,9.9,episode,fantasy
야귀록,9.75,story,fantasy
어쩌다 보니 용사가,9.64,episode,fantasy
아수라게이트,9.46,story,fantasy
달맞이꽃,9.82,story,fantasy
용사님이시다,9.85,story,fantasy
웨일즈,9.9,story,fantasy
망생이 전투,9.67,omnibus,fantasy
흐르는 바닷불처럼,9.78,story,fantasy
판타스틱 시니어,9.88,episode,fantasy
번혼,9.11,story,fantasy
오마이갓,9.58,story,fantasy
여기야! 헤드볼 빌리지,8.96,episode,fantasy
꿈무덤,9.82,story,fantasy
일주일 지구체험,9.78,story,fantasy
솔직히 말해서,9.67,episode,fantasy
아파트용사,9.43,story,fantasy
쏘 판타지,9.88,story,fantasy
은해갑을깝치,9.24,episode,fantasy
악마의 육아일기,9.83,episode,fantasy
유진의 환상특급열차,9.88,omnibus,fantasy
이 몸은 신이니라!,9.62,story,fantasy
잠자던 숲속의 공주,9.66,story,fantasy
포도나무 소녀,9.77,story,fantasy
가면,9.52,story,fantasy
하임의 서재,9.9,story,fantasy
언데드의사 김해골,9.9,episode,fantasy
이상한 낙원의 넬리쉬,9.71,story,fantasy
후르츠렌즈!,9.79,story,fantasy
달의 문지기(휴재),9.36,story,fantasy
아틀레냐,9.87,episode,fantasy
공허의 숲,9.53,story,fantasy
스크럼블 에그!,9.83,episode,fantasy
플라시버,8.68,story,fantasy
바이러스 X,9.47,story,fantasy
너머의 항하사,9.78,story,fantasy
이리(iri),9.45,story,fantasy
STONE AGE,9.89,story,fantasy
곤충전,9.86,story,fantasy
덴큐,9.72,story,fantasy
화분,9.92,story,fantasy
노바,9.83,story,fantasy
나의 수상한 행성,9.84,story,fantasy
무지개다리 파수꾼,9.74,story,fantasy
신의 마녀,9.87,story,fantasy
이매망향 魑魅望香,9.75,story,fantasy
우로보로스,9.44,story,fantasy
백의사자,9.85,story,fantasy
코스믹 코믹스,9.89,omnibus,fantasy
공주님은 알바중,9.65,story,fantasy
문러버,7.65,story,fantasy
해동요,9.01,story,fantasy
기프트!,9.87,story,fantasy
나라 구한 전생,9.89,story,fantasy
우주수렴법칙,9.76,omnibus,fantasy
이오타,8.86,story,fantasy
이왕이면 아이돌,9.69,story,fantasy
Hello Death! [헬로데스],9.84,story,fantasy
리얼 김영감 게임,9.69,story,fantasy
은룡여린설,9.88,story,fantasy
진짜 다 이루어줘,9.15,story,fantasy
드리머즈,9.31,story,fantasy
시간이 머문 집,9.88,story,fantasy
개인사생활,9.63,omnibus,fantasy
크리비 (Crea.B),9.76,story,fantasy
신기한 오늘,9.52,episode,fantasy
숙천,9.78,story,fantasy
오십과 오십의 세계,9.86,story,fantasy
모브,9.86,episode,fantasy
종이비행기를 날리면,9.83,story,fantasy
달과 바다와 관찰자,9.87,omnibus,fantasy
멍멍이랑,9.9,omnibus,fantasy
비밀곰,9.13,story,fantasy
다락방을 찾아서,9.46,story,fantasy
메이커,9.74,story,fantasy
스페로 스페라,9.88,story,fantasy
엘레노이 아타락시아,9.87,story,fantasy
블러드문,9.74,story,fantasy
동물화실,9.91,omnibus,fantasy
젤리빈 하우스,9.8,story,fantasy
랜드라이프,9.89,story,fantasy
이브의 꿈속친구,9.86,story,fantasy
괴신,9.85,story,fantasy
앨리스를 위하여,9.87,story,fantasy
드래곤 카이트,9.58,story,fantasy
-,9.89,episode,fantasy
아베 마리아,9.87,story,fantasy
모던 던전 판타지아,9.83,episode,fantasy
라스가에!,9.89,episode,fantasy
너에게 말하지 못한 얘기,9.85,story,fantasy
철의 낙원,9.05,story,fantasy
자각몽,9.89,story,fantasy
환상법사,9.47,story,fantasy
반연(絆緣),9.9,story,fantasy
전기수,9.87,episode,fantasy
체리블로섬,9.89,story,fantasy
모서리에서,9.31,episode,fantasy
여우비 전설,8.92,story,fantasy
잉여특공대,9.87,story,fantasy
지금은 여관주인!!,9.9,story,fantasy
야옹방범대,9.9,omnibus,fantasy
비밀의 화분,9.6,story,fantasy
魂지킴이,9.77,story,fantasy
예쁜인력,8.71,story,fantasy
퇴마부,9.82,story,fantasy
인생사진,9.69,omnibus,fantasy
다르디움,9.87,episode,fantasy
헬로도사,9.82,episode,fantasy
나 좀 내버려둬!,9.68,story,fantasy
키치 꼬치,8.16,story,fantasy
도화,9.85,story,fantasy
평범한 이계의 여고생,9.86,story,fantasy
견우화,9.87,story,fantasy
밤공마,9.57,story,fantasy
PI(파이),9.75,story,fantasy
빈센트,9.77,omnibus,fantasy
렛츠고!팜머스쿨!,9.85,episode,fantasy
사인검,9.78,story,fantasy
엘프하프,9.85,story,fantasy
미로의 정원,9.89,story,fantasy
성형술사,9.73,story,fantasy
나비를 찾아서,9.85,story,fantasy
좋은 꿈 꾸세요,9.89,story,fantasy
연애노트,8.83,story,fantasy
신의 태궁,9.88,story,fantasy
바리이야기,9.88,story,fantasy
달을 그리는 숲,9.75,story,fantasy
꽃이 피고 진 자리,9.45,story,fantasy
마계의 황녀,9.88,story,fantasy
하루만 네가 되고 싶어,9.89,story,fantasy
완벽한 이별,9.79,story,fantasy
투지만발 슈트라이텐,8.99,story,fantasy
블래커,9.77,story,fantasy
컬러풀,9.84,omnibus,fantasy
비너스,9.28,story,fantasy
사막화花,9.68,story,fantasy
안녕 외교국,9.54,story,fantasy
악마의 레시피,9.76,story,fantasy
껌은 고양이 뇌로,9.82,story,fantasy
여름밤에 문을 두드린 산타,9.88,story,fantasy
로단테,9.88,story,fantasy
크리그,9.82,story,fantasy
사소한 일로 계약,9.55,story,fantasy
파도를 삼킨 어항,9.75,story,fantasy
신속한 세계,9.23,story,fantasy
3구역 숲,9.47,story,fantasy
당신의 한 순간,9.76,omnibus,fantasy
만가,9.38,story,fantasy
소금물 방,9.86,story,fantasy
정글짐 위에 올라,9.9,story,fantasy
문지기,9.89,story,fantasy
윈터하츠,9.9,story,fantasy
BeYonD,9.83,story,fantasy
엑소니클,9.67,story,fantasy
달란트,9.88,story,fantasy
나의 작은 여우별,9.9,story,fantasy
수상한 가족협정,9.89,story,fantasy
인비트윈,9.5,story,fantasy
벽(로그아웃),9.82,omnibus,fantasy
시나브로 너에게,9.56,story,fantasy
나비 이야기,9.9,story,fantasy
개구리공주,9.86,story,fantasy
파도의 색깔,9.88,story,fantasy
결혼 교과 시간,9.8,story,fantasy
어글리 피플즈,8.7,story,fantasy
용애어부가,9.9,story,fantasy
갓도령스,9.88,story,fantasy
주근깨 가쵸,9.66,story,fantasy
우리 집에 최애캐!,9.78,episode,fantasy
라스오브이블,9.6,story,fantasy
도도도,9.8,story,fantasy
우리에게 내일은,9.53,story,fantasy
마녀가 잠든 사이에,9.86,story,fantasy
아더의왕국,9.88,story,fantasy
슈퍼캣,9.59,story,fantasy
킬링타임,9.83,story,fantasy
초인의시대,9.52,story,fantasy
지금만큼은,9.89,story,fantasy
판타지 여동생!,9.46,story,fantasy
시선스틸러,9.63,story,fantasy
미르신화전기,9.86,story,fantasy
그 세계의 공주님,9.87,story,fantasy
악취,9.76,story,fantasy
악마소녀,9.58,story,fantasy
블랙옐로,8.85,episode,fantasy
낭떠러지 밖으로 점프,9.76,omnibus,fantasy
머리카락을 뽑으면,9.81,story,fantasy
지켜라!여의주!,9.71,story,fantasy
합법해적 파르페,9.9,story,fantasy
인어를 위한 수영교실,9.9,story,fantasy
세이의 RPG,9.69,story,fantasy
그의 박물관엔 수상한 미라가 있다.,9.89,story,fantasy
용사를 물리쳐라!,9.9,story,fantasy
신이 없는 세계,9.88,story,fantasy
요괴백정,9.87,story,fantasy
반,9.83,story,fantasy
왕자님을 찾아라!,9.88,episode,fantasy
미용사,9.79,story,fantasy
정불고교,9.43,story,fantasy
우주광부,9.7,story,fantasy
악마의 성불사무소,9.89,story,fantasy
취사병 전설이 되다,9.89,story,fantasy
